번호,번호2,학년-반-번호,자료명,저자명,청구기호,대출일,반납일
757,A100546,,이야기 파라독스,마틴 가드너 지음;김용운 감수,410.4 가27ㅇ,2017.06.27,2017.10.10
758,A100486,,1980,노재열 지음,813.6 노73ㅊ,2017.06.29,2017.07.03
759,A100486,,가미가제 독고다이,김별아 지음,813.6 김44ㄱ,2017.06.29,2017.07.03
760,A100152,,(趙廷來 大河小說) 太白山脈. 6: 제3부 분단과 전쟁,조정래,,2017.07.03,2017.07.10
761,A100152,,세 가지 소원,박완서 지음,818 세222 c.4,2017.07.03,2017.07.10
762,A100414,,정의란 무엇인가,마이클 샌델 저;이창신 옮김,340.1 샌24ㅈ,2017.07.04,2017.07.18
763,A100180,,오에 겐자부로,오에 겐자부로 지음;박승애 옮김,833.6 오64ㅇ,2017.07.05,2017.07.14
764,A100220,,살인자의 기억법,김영하,813.6 김64_ㅅ,2017.07.05,2017.07.12
765,A100220,,오빠가 돌아왔다,김영하 지음,813.6 김64_ㅇ,2017.07.05,2017.07.19
766,A100289,,글로벌 거지 부부,박건우,818 박14ㄱ,2017.07.06,2017.07.19
767,A100289,,그럼에도 여행,노경원,818 노14ㄱ,2017.07.06,2017.07.19
768,A100289,,혼자 사는 여자,백두리 글.그림,818 백26ㅎ,2017.07.06,2017.07.19
769,A100152,,(趙廷來 大河小說) 太白山脈. 7: 제3부 분단과 전쟁,조정래 지음,,2017.07.10,2017.08.21
770,A100152,,(趙廷來 大河小說) 太白山脈. 8: 제4부 전쟁과 분단,조정래 지음,,2017.07.10,2017.08.21
771,A100152,,(趙廷來 大河小說) 太白山脈. 9: 제4부 전쟁과 분단,조정래 지음,,2017.07.12,2017.09.18
772,A100152,,(趙廷來 大河小說) 太白山脈. 10: 제4부 전쟁과 분단,조정래,813.6 조74ㅌ v.10 c.2,2017.07.12,2017.09.18
773,A100486,,바람의 딸 걸어서 지구 세 바퀴 반. 4: 몽골·중국·티베트,한비야 지음,816.6 한48ㅂ v.4 c.4,2017.07.12,2017.08.17
774,A100486,,바람의 딸 걸어서 지구 세 바퀴 반. 2: 중남아메리카;알레스카,한비야 지음,816.6 한48ㅂ v.2 c.2,2017.07.12,2017.08.01
775,A100486,,바람의 딸 걸어서 지구 세바퀴 반. 1: 아프리카 중동 중앙아시아,한비야 지음,816.6 한48ㅂ v.1 c.2,2017.07.12,2017.08.01
776,A100486,,바람의 딸 걸어서 지구 세 바퀴 반. 3: 인도차이나 반도·남부아시아,한비야 지음,816.6 한48ㅂ v.3 c.2,2017.07.12,2017.08.01
777,A100486,,(한권으로 읽는) 조선왕조실록,박영규 지음,,2017.07.12,2017.08.09
778,A100180,,바깥은 여름,김애란 지음,813.6 김63ㅂ,2017.07.14,2017.08.21
779,A100180,,쇼코의 미소,최은영 지음,813.6 최67ㅅ,2017.07.14,2017.08.21
780,A100400,,안구혁명,김영삼 지음,519.57 김64ㅇ,2017.07.17,2017.07.18
781,A100400,,한국 연극과 기호학,신현숙;남상식;유효숙;이미원;이상란;이선형;이화원;최용호;황훈성,680.911 신94ㅎ,2017.07.17,2017.07.20
782,A100400,,동급생,히가시노게이고 지음;신경립 옮김,833.6 히12ㄷ,2017.07.17,2017.07.18
783,A100400,,열정을 경영하라,진대제 지음,199.1 진23ㅇ,2017.07.17,2017.07.20
784,A100400,,빨강머리 앤이 하는말,백영옥 지음,814.6 백64ㅃ,2017.07.17,2017.07.18
785,A100400,,(의사가 말하는) 의사. 3,김선 외 지음;인도주의실천의사협의회 엮음,336.24 부829ㅂ v.3,2017.07.17,2017.07.19
786,A100374,,(수학 끼고 가는)이탈리아,남호영;정미자 [공]지음,982.8 남95ㅇ,2017.07.20,2017.11.08
787,A100374,,스페인 셀프 트래블,김은하 지음,982.702 김67ㅅ,2017.07.20,2017.07.20
788,A100374,,프렌즈 이탈리아,황현희 ;서준웅 ;조은영 ;조성남 [공] 지음,982.802 황94ㅍ,2017.07.20,2017.07.20
789,A100362,,직업으로서의 소설가,무라카미 하루키 지음;양윤옥 옮김,834 무292ㅈ,2017.07.27,2017.09.08
790,A100362,,라오스에 대체 뭐가 있는데요?,무라카미 하루키 지음;이영미 옮김,836 무292ㄹ,2017.07.27,2017.09.08
791,A100362,,지금 내가 할 수 있는 건 공부밖에 없다,기타가와 야스시 지음;나계영 옮김,836 기882ㅈ,2017.07.27,2017.09.08
792,A100362,,김대식의 빅퀘스천,김대식 지음,407 김23ㄱ,2017.07.27,2017.09.08
793,A100475,,체호프 희곡 전집. 2,체호프 지음;이주영 옮김,892.8 체95ㅊ v.2,2017.07.27,2017.08.04
794,A100475,,체호프 희곡 전집. 1,체호프 지음;이주영 옮김,892.8 체95ㅊ v.1,2017.07.27,2017.08.09
795,A100475,,체호프 희곡 전집. 3,체호프 지음;이주영 옮김,892.8 체95ㅊ v.3,2017.07.27,2017.08.04
796,A100475,,할매 할배 참 곱소,김인자 글;신현욱 사진,814.6 김68ㅎ,2017.07.27,2017.08.04
797,A100475,,황무지,T. S. 엘리엇 지음;황동규 옮김,841 엘298ㅎ,2017.07.27,2017.08.09
798,A100475,,그곳에는 어처구니들이 산다,성석제 지음,813.6 성54ㄱ,2017.07.27,2017.08.09
799,A100475,,번쩍하는 황홀한 순간,성석제 지음,813.6 성54ㅂ,2017.07.27,2017.08.09
800,A100021,,엑셀,하주석;윤신례,005.3 하76ㅇ,2017.08.02,2017.08.03
801,A100021,,(2012 시나공)워드프로세서 1급 실기. 실기,길벗R&D 지음,,2017.08.02,2017.08.03
802,A100021,,미드영어 공식패턴 3300,E & C (English & Communications) 외 지음,747.5 이64ㅁ,2017.08.03,2017.09.04
803,A100021,,엑셀,하주석;윤신례,005.3 하76ㅇ,2017.08.04,2017.08.08
804,A100212,,(The)Man who walked between the towers,by Mordicai Gerstein,영 843 G292m,2017.08.16,2017.09.01
805,A100212,,Extra Yarn,by Mac Barnett;illustrated by Jon Klassen,영 843 B111e,2017.08.16,2017.09.01
806,A100212,,Giant children,poems by Brod Bagert;pictures by Tedd Arnold,영     841 B111g,2017.08.16,2017.09.11
807,A100212,,(The)Lemonade club,by Patricia Polacco,영     843 P739l,2017.08.16,2017.09.01
808,A100212,,"Thank you, Mr. Falker",by Patricia Polacco,영 843 P739t,2017.08.16,2017.09.01
809,A100419,,(KTA)태권도 인성교육,김병준...[등]저,698.2107 김44ㅌ,2017.08.17,2017.08.18
810,A100419,,스포츠가 아이의 미래를 바꾼다,21세기교육연구회 지음,692 이58ㅅ,2017.08.17,2017.08.17
811,A100419,,"철학 콘서트, 장자",박기복,152 박18ㅊ,2017.08.17,2017.08.17
812,A100419,,(말랑하고 쫀득~한) 세계 지리 이야기,케네스 C. 데이비스 지음;최달수 그림;노태영 옮김,980 데68ㅅ,2017.08.17,2017.08.17
813,A100419,,(청소년을 위한) 한국철학사,김윤경 지음,151 김66ㅎ,2017.08.17,2017.08.17
814,A100360,,영영한 사전,두산동아 사서편집국 편,743 사54ㅇ c.24,2017.08.21,2017.12.01
815,A100360,,영영한 사전,두산동아 사서편집국 편,743 사54ㅇ c.22,2017.08.21,2017.12.01
816,A100360,,영영한 사전,두산동아 사서편집국 편,743 사54ㅇ c.23,2017.08.23,2017.12.01
817,A100360,,(The)Name Jar,by by Yangsook Choi,영 843 C426n,2017.08.23,2017.12.05
818,A100360,,(The)Paper Bag Princess,by Robert Munsch;art by Michael Martchenko,영 843 M941p,2017.08.25,2017.12.05
819,A100412,,오늘부터 미니멀라이프,미쉘 지음;김수정 번역,595.4 미56ㅇ,2017.08.25,2017.09.04
820,A100162,,메이커 매뉴얼 : 메이커가 되고 싶은 이들을 위한 입문 가이드,"안드레아 마이에타, 파올로 알리베르티 ; 남기혁",509 안27ㅁ,2017.08.28,2017.11.07
821,A100412,,(설민석의)조선왕조실록,설민석 지음; 최준석 그림,911.05 설38ㅈ,2017.08.28,2017.09.04
822,A100475,,유럽의 아날로그 책공간,백창화;김병록 [공]지음,026.6 백82ㅇ,2017.08.28,2017.10.10
823,A100334,,1Q84. 3,무라카미 하루키 지음;양윤옥 옮김,833.6 무292ㅇ v.3,2017.08.29,2017.09.04
824,A100334,,1Q84. 2,무라카미 하루키 지음;양윤옥 옮김,833.6 무292ㅇ v.2,2017.08.29,2017.09.04
825,A100334,,개인투자자가 꼭 알아야할 재무설계 법칙,김재영 지음,,2017.09.04,2017.09.11
826,A100334,,여기에 당신의 욕망이 보인다,송길영 지음,325.1 송18ㅇ,2017.09.04,2017.09.11
827,A100412,,(설민석의)무도 한국사 특강,설민석 지음,911 설38ㅁ,2017.09.04,2017.11.06
828,A100122,,아내를 모자로 착각한 남자,올리버 색스 지음; 조석현 옮김; 이정호 그림,513.8 색57아,2017.09.05,2017.11.02
829,A100090,,"그건, 사랑이었네",한비야 지음,,2017.09.06,2017.10.19
830,A100090,,비유의 발견,배상문 지음,818 배52ㅂ,2017.09.06,2017.10.19
831,A100385,,제주에 살어리랏다,김경희;정화영 글;김병수 사진,,2017.09.06,2017.09.18
832,A100385,,사랑하기에 결코 늦지 않았다,하지현 지음,814.6 하78ㅅ,2017.09.06,2017.09.18
833,A100385,,엄마 딸이라서 행복해,홍희선;홍희선 사진,818 홍97ㅇ,2017.09.06,2017.09.18
834,A100385,,서울 시. 2,하상욱 지음,811.6 하52ㅅ v.2,2017.09.06,2017.09.18
835,A100360,,Cat Diaries,by Betsy Byars,영     843 B993c,2017.09.11,2017.10.16
836,A100521,,강아지똥,권정생 글;정승각 그림,813.8 권74ㄱ,2017.09.11,2017.11.08
837,A100521,,구름빵,백희나 글·그림;김향수 빛그림,813.8 백97ㄱ c.2,2017.09.11,2017.11.08
838,A100521,,아불류 시불류,이외수 저;정태련 그림,,2017.09.11,2017.09.14
839,A100212,,어머니 이야기,한스 크리스티안 안데르센 저;강신주 옮김,859.81 안24ㅇ,2017.09.12,2017.09.21
840,A100212,,"It's halloween, you 'fraidy mouse!. 11",text by Geronimo Stilton;original cover by Matt Wolf;recised by Larry Keys,영 843 S857g v.11,2017.09.12,2017.10.23
841,A100212,,"Merry Christmas, Geronimo!. 12",by Geronimo Stilton,영 843 S857g v.12,2017.09.12,2017.10.23
842,A100212,,(The)phantom of the subway. 13,by Geronimo Stilton;Illustrations by Blasco Tabasco;Guy Codana,영 843 S857g v.13,2017.09.12,2017.10.23
843,A100212,,(The)Temple of Ruby of Fire. 14,by Geronimo Stilton;illustrated by Johnny Stracchino,영 843 S857g v.14,2017.09.12,2017.10.23
844,A100212,,(The)mona mousa code. 15,text by Geronimo Stilton;original cover by Matt Wolf;recised by Larry Keys,영 843 S857g v.15,2017.09.12,2017.10.23
845,A100212,,(A)cheese-colored camper. 16,text by Geronimo Stilton;cover by Larry Keys;illustations by Topika Topraska,영 843 S857g v.16,2017.09.12,2017.10.23
846,A100471,,(김영하 산문)말하다,김영하 지음,814.6 김64ㅁ,2017.09.12,2017.11.03
847,A100471,,보다,김영하 지음,814.6 김64ㅂ,2017.09.12,2017.11.03
848,A100471,,검은 꽃,김영하 지음,813.6 김64_ㄱ,2017.09.12,2017.11.03
849,A100391,,자유론,존 스튜어트 밀 지음;서병훈 옮김,164.4 밀75ㅈ,2017.09.13,2018.02.02
850,A100391,,소크라테스의 변명,플라톤 지음;황문수 옮김,160.2 플292ㅅ,2017.09.13,2018.02.02
851,A100391,,스피노자,야론 베이커스 글·그림;정신재 옮김,166.2 베68ㅅ,2017.09.13,2018.02.02
852,A100391,,자아와 살,자콥 로고진스키 지음;이은정 옮김,166 로15ㅈ,2017.09.13,2017.09.13
853,A100414,,어제까지의 세계,재레드 다이아몬드 지음;강주헌 옮김,389 다68ㅇ,2017.09.13,2017.09.27
854,A100521,,당신은 나의 봄입니다,윤세영,818 윤54ㄷ,2017.09.14,2017.11.08
855,A100152,,즐거운 나의 집,공지영 지음,813.6 공78ㅈ,2017.09.19,2017.10.10
856,A100411,,아Q정전,루쉰 지음 ;전형준 옮김,823.7 노58ㅇ,2017.09.21,2017.11.08
857,A100411,,로빙화,중자오정 지음;김은신 옮김;장호 그림,823.7 중72ㄹ,2017.09.21,2017.11.08
858,A100180,,(클라시커50) 여성예술가,"크리스티나 하베를리크,이라 디아나 마초니 지음;정미희 옮김",,2017.09.26,2017.11.06
859,A100475,,반전이 있는 동아시아사,권재원 지음,910 권73ㅂ,2017.09.26,2017.10.10
860,A100486,,한국 단편소설 35선,김동인 외 지음;[문장] 편집부 엮음,,2017.09.27,2017.10.10
861,A100486,,임꺽정. 4: 의형제편 1,홍명희 지음,813.6 홍34ㅇ v.4,2017.09.27,2017.10.10
862,A100486,,임꺽정. 7: 화적편 1,홍명희 지음,813.6 홍34ㅇ v.7,2017.09.27,2017.11.07
863,A100161,,소란한 보통날,에쿠니 가오리 지음;김난주 옮김,833.6 에876ㅅ,2017.09.28,2017.12.08
864,A100152,,맨발의 디바,이은미 지음,818 이67ㅁ,2017.10.10,2017.10.17
865,A100360,,Robots,Elizabeth Tyndall,영 747 T988r,2017.10.16,2018.01.08
866,A100360,,And Tango makes three,by Justin Richardson;Peter Parnell;illustrated by Henry Cole,영 843 R481a,2017.10.16,2018.02.08
867,A100360,,"Alexander and the terrible, horrible, no good, very bad day",JUDITH VIORST;RAY CRUZ,영 843.8 V598a,2017.10.16,2017.12.05
868,A100360,,(Disney) frozen,Sarah Nathan ;Sela Roman [공] 지음,영 843 s68ㅍ,2017.10.16,2017.12.05
869,A100360,,Encyclopedia Brown. 1: Boy Detective,by Donald J. Sobol;Illus. by Leonard Shortall,영 843 S675e v.1,2017.10.16,2017.12.05
870,A100360,,Duck for President,by Doreen Cronin;illustrated by Betsy Lewin,영 873 C883d,2017.10.16,2017.11.21
871,A100360,,(A)Magic Crystal?,by Louis Sachar,영 843 S111m,2017.10.16,2017.12.05
872,A100360,,Tea with Milk,by Allen Say,영 843 S111t,2017.10.16,2017.12.05
873,A100360,,Is He a Girl?,by Louis Sachar,영 843 S111i,2017.10.16,2017.12.21
874,A100360,,Alone in His Teacher's House,by Louis Sachar,영 843 S111a,2017.10.16,2017.12.05
875,A100360,,Love or money?,by Rowena Akinyemi,영     808.9 O98o v.1-32,2017.10.16,2017.12.05
876,A100360,,(The)Schoolyard Mystery,by Elizabeth Levy;illustrated by Denise Brunkus,영     747 L433s,2017.10.16,2017.11.21
877,A100360,,(The)wolf's story,by Toby Forward;illus. by Izhar Cohen,영     843 F649w,2017.10.16,2017.11.21
878,A100360,,Shirley Homes and the Lithuanian Case,by Jennifer Bassett,영     808.9 O98o v.1-1,2017.10.16,2017.12.05
879,A100360,,"Goodbye, Mr hollywood",by John Escott,영     808.9 O98o v.1-27,2017.10.16,2017.12.05
880,A100360,,(The)Piano man,by Tim Vicary,영     808.9 O98o v.1-21,2017.10.16,2017.12.05
881,A100360,,Soccer cousins,by Jean Marzolle;ill. by Irene Trivas,영     747 M393s,2017.10.16,2017.12.05
882,A100360,,Giant children,poems by Brod Bagert;pictures by Tedd Arnold,영     841 B111g,2017.10.16,2017.12.05
883,A100360,,Hansel and Gretel,by Anthony Browne,영     843 B794h,2017.10.16,2017.12.05
884,A100360,,Brave Irene,by William Steig,영 843 S774b,2017.10.16,2017.12.05
885,A100360,,(The)Man who walked between the towers,by Mordicai Gerstein,영 843 G292m,2017.10.16,2017.12.05
886,A100360,,(The)mystery of coniston water,by Terry Tomscha;Peggy Albers,영 843 T627m,2017.10.16,2017.12.05
887,A100360,,(The)silver coins,by Terry Tomscha;Peggy Albers,영     843 T253s,2017.10.16,2017.12.05
888,A100360,,(The)long shot,by Terry Tomscha;Peggy Albers,영     843 T627l,2017.10.16,2017.12.05
889,A100360,,Dr. Jekyll & Mr. Hyde,Robert Louis Stevnson,영 843 S774d,2017.10.16,2017.12.05
890,A100360,,(The)Selfish Giant,by Oscar Wilde;retold by Brian J. Stuart;illustrated by Scott Altmann,영 843 W631s,2017.10.16,2017.12.05
891,A100360,,Mr. Putter & Tabby Toot the Horn,by Cynthia Rylant;illustrated by Arthur Howard,영     843 M939h v.8,2017.10.16,2017.12.05
892,A100360,,Mr. Putter & Tabby Feed the Fish,by Cynthia Rylant;illustrated by Arthur Howard,영     843 M939h v.10,2017.10.16,2017.12.05
893,A100360,,Mr. Putter & Tabby Catch the Cold,by Cynthia Rylant;illustrated by Arthur Howard,영     843 M939h v.11,2017.10.16,2017.12.05
894,A100360,,Mr. Putter & Tabby Row the Boat,by Cynthia Rylant;illustrated by Arthur Howard,영     843 M939h v.7,2017.10.16,2017.12.05
895,A100360,,Mr. Putter & Tabby Fly the Plane,by Cynthia Rylant;illustrated by Arthur Howard,영     843 M939h v.6,2017.10.16,2017.12.05
896,A100360,,Dirty Bertie Ouch!,written by Alan MacDonald;illustrated by David Roberts,영 843 M111d,2017.10.16,2017.12.05
897,A100360,,Mike Mulligan and His Steam Shovel,by Virginia Lee Burton,영 843 B917m,2017.10.16,2017.12.05
898,A100360,,(The)pout-pout fish,by Deborah Diesen;pictures by Dan Hanna,영     843 D536p,2017.10.16,2017.12.05
899,A100360,,(The) Magic School Bus : Inside the Human Body,Joanna Cole; Bruce Degen,영     408 C652,2017.10.16,2017.12.05
900,A100360,,Extra Yarn,by Mac Barnett;illustrated by Jon Klassen,영 843 B111e,2017.10.16,2017.12.05
901,A100360,,(The)Magic Finger,by Roald Dahl;illustrated by Quentin Blake,영 843 D111m,2017.10.16,2017.12.05
902,A100360,,(The)Way to start a day,by Byrd Baylor;illustrated by Peter Parnall,영 843 B111w,2017.10.16,2017.12.05
903,A100360,,Seeing stars,by Rosanna Hansen;illustrated by Greg Harris,영     747 H111s,2017.10.16,2017.12.05
904,A100360,,(The)Dunderheads,by Paul Fleischman;illustrated by David Roberts,영 843 F568d,2017.10.16,2017.12.05
905,A100360,,Playground SCIENCE,Elizabeth Paren,,2017.10.16,2017.12.05
906,A100360,,Escape,by Phillip Burrows;Mark Foster,영     808.9 O98o v.S-3,2017.10.16,2017.12.05
907,A100360,,"Julius, The Baby Of The World",Kevin Henkes,영     747 H432j,2017.10.16,2017.12.05
908,A100360,,Starry Messenger,by Sis Peter,영     843 P349s,2017.10.16,2017.12.05
909,A100360,,Tikki Tikki Tembo,retold by Arlene Mosel;illustrated by Blair Lent,영     843 M687t,2017.10.16,2017.12.05
910,A100360,,"Thank you, Mr. Falker",by Patricia Polacco,영 843 P739t,2017.10.16,2017.12.05
911,A100360,,(The)Polar Express,by Chris Van Allsburg,영 843 A316p,2017.10.16,2017.12.05
912,A100360,,(The)Enormous Crocodile,by Roald Dahl;Illustrated by Quentin Blake,영 843 D111e,2017.10.16,2017.12.05
913,A100360,,(The)Lemonade club,by Patricia Polacco,영     843 P739l,2017.10.16,2017.12.05
914,A100360,,Lilly's Purple Plastic Purse,Kevin Henkes,영     747 H432l,2017.10.16,2017.12.05
915,A100360,,(The)Story of Jumping Mouse,by John Steptoe,영 843 S774s,2017.10.16,2017.12.05
916,A100360,,How the Grinch Stole Christmas,by Dr. Seuss,영 843 S437h,2017.10.16,2017.12.05
917,A100360,,(Disney)Zootopia,adapted by Vickie Saxon ;illustrated by Disney Storybook,영 843 S111z,2017.10.16,2017.12.05
918,A100360,,(Disney·PIXAR)Inside out,adapted by Suzanne Francis,영     843 F797i,2017.10.16,2017.12.05
919,A100360,,(The)Canterville ghost,by Oscar Wilde,영     808.9 O98o v.2-6,2017.10.16,2017.12.05
920,A100360,,(The)magic paintbrust,by Laurence Yep;drawings by Suling Wang,영     843 Y37m,2017.10.16,2017.12.05
921,A100360,,Five true dog stories,by Margaret Davidson;illustrated by Susanne Suba,,2017.10.16,2017.12.05
922,A100360,,Alien in my pocket. 4: On impact!,by Nate Ball;illustrated by Macky Pamintuan,영     843 B111a v.4,2017.10.16,2017.12.05
923,A100360,,Cat Diaries,by Betsy Byars,영     843 B993c,2017.10.16,2017.12.05
924,A100360,,Miss Rumphius,story and pictures by Barbara Cooney,영 843 C652m,2017.10.16,2017.11.27
925,A100360,,Pioneer Girl,by William Anderson;illustrated by Dan Andreasen,영 843 A531p,2017.10.16,2017.12.05
926,A100360,,Cactus hotel,by Brenda Z. Guiberson;illustrated by Megan Lloyd,영 843 G896c,2017.10.16,2017.12.05
927,A100360,,Lightning!,by Lorraine Jean Hopping;Illustrated by Jody Wheeler,영     747 H678l,2017.10.16,2017.12.05
928,A100360,,(The)Bears on hemlock mountain,by Alice Dalgliesh;illustrated by Helen Sewell,영     843 D111b,2017.10.16,2017.12.05
929,A100360,,Grandfather`s Journey,by Allen Say,영 843 S111g,2017.10.16,2017.10.16
930,A100360,,(A)Squash and a Squeeze,by Julia Donaldson;ill by Axel Scheffler,영 843 D631s,2017.10.16,2017.10.16
931,A100360,,Cinderella's rat,by Susan Meddaugh,영     843 M479c,2017.10.16,2017.10.16
932,A100360,,Willy's stories,"Browne, Anthony",영     843 B794w,2017.10.16,2017.10.16
933,A100360,,Sitting Ducks,by Michael Bedard,영     843 B365s,2017.10.16,2017.10.16
934,A100360,,Little Beauty,by Anthony Browne,영     843 B794l,2017.10.16,2017.10.16
935,A100152,,꽃은 젖어도 향기는 젖지 않는다,도종환 글;이철수 그림,814.6 도75ㄲ,2017.10.17,2017.11.30
936,A100212,,"Watch your whiskers, Stilton!. 17",text by Geronimo Stilton;cover by Larry Keys;illustations by Topika Topraska,영 843 S857g v.17,2017.10.23,2017.12.05
937,A100212,,Shipwreck on the pirate islands. 18,text by Geronimo Stilton;cover by Larry Keys;illustrations by Johnny Stracchino;Mary Fontina,영 843 S857g v.18,2017.10.23,2017.12.05
